image_id,local_filename,image_url,sok_url,arkiv,serie,referenskod,datering,anmärkning,pid,referenskod_ead,arkivenhetstyp,titel,match_key,CLASS-1,CLASS-2,SCORE-1,SCORE-2
A0065848_00289,A0065848_00289.jpg,https://lbiiif.riksarkivet.se/arkis!A0065848_00289/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0065848_00289,Domböcker,Regementsvis ordnade handlingar,SE/KrA/0082/I/1,1688-1693,"ADELSFANAN.1688-1690. Dombok och protokoll vid svenska adelsfanan.  Pag. 1 - 37. (Praesent. d. 29 Martij 1698).
Gammalt nummer 2. 

JONAS ADLERSTRÅHLES REGEMENTE 
se Drottningens (U.E.d.y.) livregemente till fot.

ARTILLERIREGEMENTET. 

1685-1696. Artillerikrigsrättens i Göteborg protokoll. (Praesent. d. 5 Martij 1697). Gammalt nummer 497.

1691. Artilleriregementskrigsrättens protokoll med domar och saköreslängd. Pag. 1 - 105 med register. (Praesenterat af Hr Artillriauditeur.. Biörndahl d. 21 Nov. 1692). Gammalt nummer 570.

1692. Artilleriregements protokoll. Pag. 1 - 93 med register och saköreslängd. (--). Gammalt nummer 571.

1693. Artillerikrigsrättens protokoll. Pag 1 - 126 med register och saköreslängd. (Praes. d. 30 Julii 1697). Gammalt nummer 572.",OQT8X0OysYP85TPYieNXs2,SE/KrA/0082/I/1,"Detaljnivå: volym, karta/ritning etc.",1688--1693,A0065848_00289,TEXT_HW,TEXT,1.0,0.0
A0065848_00276,A0065848_00276.jpg,https://lbiiif.riksarkivet.se/arkis!A0065848_00276/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0065848_00276,Domböcker,Regementsvis ordnade handlingar,SE/KrA/0082/I/1,1688-1693,"ADELSFANAN.1688-1690. Dombok och protokoll vid svenska adelsfanan.  Pag. 1 - 37. (Praesent. d. 29 Martij 1698).
Gammalt nummer 2. 

JONAS ADLERSTRÅHLES REGEMENTE 
se Drottningens (U.E.d.y.) livregemente till fot.

ARTILLERIREGEMENTET. 

1685-1696. Artillerikrigsrättens i Göteborg protokoll. (Praesent. d. 5 Martij 1697). Gammalt nummer 497.

1691. Artilleriregementskrigsrättens protokoll med domar och saköreslängd. Pag. 1 - 105 med register. (Praesenterat af Hr Artillriauditeur.. Biörndahl d. 21 Nov. 1692). Gammalt nummer 570.

1692. Artilleriregements protokoll. Pag. 1 - 93 med register och saköreslängd. (--). Gammalt nummer 571.

1693. Artillerikrigsrättens protokoll. Pag 1 - 126 med register och saköreslängd. (Praes. d. 30 Julii 1697). Gammalt nummer 572.",OQT8X0OysYP85TPYieNXs2,SE/KrA/0082/I/1,"Detaljnivå: volym, karta/ritning etc.",1688--1693,A0065848_00276,TEXT_HW,TEXT,1.0,0.0
A0065848_00327,A0065848_00327.jpg,https://lbiiif.riksarkivet.se/arkis!A0065848_00327/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0065848_00327,Domböcker,Regementsvis ordnade handlingar,SE/KrA/0082/I/1,1688-1693,"ADELSFANAN.1688-1690. Dombok och protokoll vid svenska adelsfanan.  Pag. 1 - 37. (Praesent. d. 29 Martij 1698).
Gammalt nummer 2. 

JONAS ADLERSTRÅHLES REGEMENTE 
se Drottningens (U.E.d.y.) livregemente till fot.

ARTILLERIREGEMENTET. 

1685-1696. Artillerikrigsrättens i Göteborg protokoll. (Praesent. d. 5 Martij 1697). Gammalt nummer 497.

1691. Artilleriregementskrigsrättens protokoll med domar och saköreslängd. Pag. 1 - 105 med register. (Praesenterat af Hr Artillriauditeur.. Biörndahl d. 21 Nov. 1692). Gammalt nummer 570.

1692. Artilleriregements protokoll. Pag. 1 - 93 med register och saköreslängd. (--). Gammalt nummer 571.

1693. Artillerikrigsrättens protokoll. Pag 1 - 126 med register och saköreslängd. (Praes. d. 30 Julii 1697). Gammalt nummer 572.",OQT8X0OysYP85TPYieNXs2,SE/KrA/0082/I/1,"Detaljnivå: volym, karta/ritning etc.",1688--1693,A0065848_00327,MISC,DRAW,1.0,0.0
A0065848_00242,A0065848_00242.jpg,https://lbiiif.riksarkivet.se/arkis!A0065848_00242/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0065848_00242,Domböcker,Regementsvis ordnade handlingar,SE/KrA/0082/I/1,1688-1693,"ADELSFANAN.1688-1690. Dombok och protokoll vid svenska adelsfanan.  Pag. 1 - 37. (Praesent. d. 29 Martij 1698).
Gammalt nummer 2. 

JONAS ADLERSTRÅHLES REGEMENTE 
se Drottningens (U.E.d.y.) livregemente till fot.

ARTILLERIREGEMENTET. 

1685-1696. Artillerikrigsrättens i Göteborg protokoll. (Praesent. d. 5 Martij 1697). Gammalt nummer 497.

1691. Artilleriregementskrigsrättens protokoll med domar och saköreslängd. Pag. 1 - 105 med register. (Praesenterat af Hr Artillriauditeur.. Biörndahl d. 21 Nov. 1692). Gammalt nummer 570.

1692. Artilleriregements protokoll. Pag. 1 - 93 med register och saköreslängd. (--). Gammalt nummer 571.

1693. Artillerikrigsrättens protokoll. Pag 1 - 126 med register och saköreslängd. (Praes. d. 30 Julii 1697). Gammalt nummer 572.",OQT8X0OysYP85TPYieNXs2,SE/KrA/0082/I/1,"Detaljnivå: volym, karta/ritning etc.",1688--1693,A0065848_00242,TEXT_HW,TEXT,1.0,0.0
A0065902_00148,A0065902_00148.jpg,https://lbiiif.riksarkivet.se/arkis!A0065902_00148/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0065902_00148,Domböcker,"Handlingar rörande garnisonskrigsrätter och melerade
krigsrätter",SE/KrA/0082/II/55 a,1635-1692,"1635-1636. Handlingar från Livland. Fol. 1 - 95. (--). Gammalt nummer 42.

1691-1692. Protokoll från garnison i Wismar. Paginering: Artilleriet i Wismar 1 - 102, Fortifikation i Wismar 1 - 54, Generalmajor Mellins regementes kompanier i Wismar 55 - 87. (Praest. d. 13 Juli 1692). Gammalt nummer 174.",8NQzD9ckUw7ETce5eu0Eh6,SE/KrA/0082/II/55 a,"Detaljnivå: volym, karta/ritning etc.",1635--1692,A0065902_00148,TEXT_HW,TEXT,1.0,0.0
A0065902_00122,A0065902_00122.jpg,https://lbiiif.riksarkivet.se/arkis!A0065902_00122/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0065902_00122,Domböcker,"Handlingar rörande garnisonskrigsrätter och melerade
krigsrätter",SE/KrA/0082/II/55 a,1635-1692,"1635-1636. Handlingar från Livland. Fol. 1 - 95. (--). Gammalt nummer 42.

1691-1692. Protokoll från garnison i Wismar. Paginering: Artilleriet i Wismar 1 - 102, Fortifikation i Wismar 1 - 54, Generalmajor Mellins regementes kompanier i Wismar 55 - 87. (Praest. d. 13 Juli 1692). Gammalt nummer 174.",8NQzD9ckUw7ETce5eu0Eh6,SE/KrA/0082/II/55 a,"Detaljnivå: volym, karta/ritning etc.",1635--1692,A0065902_00122,TEXT_HW,TEXT,1.0,0.0
A0065902_00026,A0065902_00026.jpg,https://lbiiif.riksarkivet.se/arkis!A0065902_00026/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0065902_00026,Domböcker,"Handlingar rörande garnisonskrigsrätter och melerade
krigsrätter",SE/KrA/0082/II/55 a,1635-1692,"1635-1636. Handlingar från Livland. Fol. 1 - 95. (--). Gammalt nummer 42.

1691-1692. Protokoll från garnison i Wismar. Paginering: Artilleriet i Wismar 1 - 102, Fortifikation i Wismar 1 - 54, Generalmajor Mellins regementes kompanier i Wismar 55 - 87. (Praest. d. 13 Juli 1692). Gammalt nummer 174.",8NQzD9ckUw7ETce5eu0Eh6,SE/KrA/0082/II/55 a,"Detaljnivå: volym, karta/ritning etc.",1635--1692,A0065902_00026,TEXT_HW,TEXT,1.0,0.0
A0065902_00085,A0065902_00085.jpg,https://lbiiif.riksarkivet.se/arkis!A0065902_00085/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0065902_00085,Domböcker,"Handlingar rörande garnisonskrigsrätter och melerade
krigsrätter",SE/KrA/0082/II/55 a,1635-1692,"1635-1636. Handlingar från Livland. Fol. 1 - 95. (--). Gammalt nummer 42.

1691-1692. Protokoll från garnison i Wismar. Paginering: Artilleriet i Wismar 1 - 102, Fortifikation i Wismar 1 - 54, Generalmajor Mellins regementes kompanier i Wismar 55 - 87. (Praest. d. 13 Juli 1692). Gammalt nummer 174.",8NQzD9ckUw7ETce5eu0Eh6,SE/KrA/0082/II/55 a,"Detaljnivå: volym, karta/ritning etc.",1635--1692,A0065902_00085,TEXT_HW,TEXT,1.0,0.0
A0065902_00091,A0065902_00091.jpg,https://lbiiif.riksarkivet.se/arkis!A0065902_00091/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0065902_00091,Domböcker,"Handlingar rörande garnisonskrigsrätter och melerade
krigsrätter",SE/KrA/0082/II/55 a,1635-1692,"1635-1636. Handlingar från Livland. Fol. 1 - 95. (--). Gammalt nummer 42.

1691-1692. Protokoll från garnison i Wismar. Paginering: Artilleriet i Wismar 1 - 102, Fortifikation i Wismar 1 - 54, Generalmajor Mellins regementes kompanier i Wismar 55 - 87. (Praest. d. 13 Juli 1692). Gammalt nummer 174.",8NQzD9ckUw7ETce5eu0Eh6,SE/KrA/0082/II/55 a,"Detaljnivå: volym, karta/ritning etc.",1635--1692,A0065902_00091,TEXT_HW,TEXT,1.0,0.0
A0065902_00069,A0065902_00069.jpg,https://lbiiif.riksarkivet.se/arkis!A0065902_00069/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0065902_00069,Domböcker,"Handlingar rörande garnisonskrigsrätter och melerade
krigsrätter",SE/KrA/0082/II/55 a,1635-1692,"1635-1636. Handlingar från Livland. Fol. 1 - 95. (--). Gammalt nummer 42.

1691-1692. Protokoll från garnison i Wismar. Paginering: Artilleriet i Wismar 1 - 102, Fortifikation i Wismar 1 - 54, Generalmajor Mellins regementes kompanier i Wismar 55 - 87. (Praest. d. 13 Juli 1692). Gammalt nummer 174.",8NQzD9ckUw7ETce5eu0Eh6,SE/KrA/0082/II/55 a,"Detaljnivå: volym, karta/ritning etc.",1635--1692,A0065902_00069,TEXT_HW,TEXT,1.0,0.0
A0065902_00079,A0065902_00079.jpg,https://lbiiif.riksarkivet.se/arkis!A0065902_00079/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0065902_00079,Domböcker,"Handlingar rörande garnisonskrigsrätter och melerade
krigsrätter",SE/KrA/0082/II/55 a,1635-1692,"1635-1636. Handlingar från Livland. Fol. 1 - 95. (--). Gammalt nummer 42.

1691-1692. Protokoll från garnison i Wismar. Paginering: Artilleriet i Wismar 1 - 102, Fortifikation i Wismar 1 - 54, Generalmajor Mellins regementes kompanier i Wismar 55 - 87. (Praest. d. 13 Juli 1692). Gammalt nummer 174.",8NQzD9ckUw7ETce5eu0Eh6,SE/KrA/0082/II/55 a,"Detaljnivå: volym, karta/ritning etc.",1635--1692,A0065902_00079,TEXT_HW,TEXT,1.0,0.0
A0065902_00095,A0065902_00095.jpg,https://lbiiif.riksarkivet.se/arkis!A0065902_00095/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0065902_00095,Domböcker,"Handlingar rörande garnisonskrigsrätter och melerade
krigsrätter",SE/KrA/0082/II/55 a,1635-1692,"1635-1636. Handlingar från Livland. Fol. 1 - 95. (--). Gammalt nummer 42.

1691-1692. Protokoll från garnison i Wismar. Paginering: Artilleriet i Wismar 1 - 102, Fortifikation i Wismar 1 - 54, Generalmajor Mellins regementes kompanier i Wismar 55 - 87. (Praest. d. 13 Juli 1692). Gammalt nummer 174.",8NQzD9ckUw7ETce5eu0Eh6,SE/KrA/0082/II/55 a,"Detaljnivå: volym, karta/ritning etc.",1635--1692,A0065902_00095,TEXT_HW,TEXT,1.0,0.0
A0065911_00070,A0065911_00070.jpg,https://lbiiif.riksarkivet.se/arkis!A0065911_00070/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0065911_00070,Domböcker,Handlingar rörande mål i högre krigsrätt,SE/KrA/0082/III/63,1700-1708,"1700. N:o 94. Acta mellan grevinnan Eva Leijonhufvud och drabanten Olof Stiernhöök angående mordet på fänrik Ludwig Gyllenstierna d. 31 oktober 1698. Gammalt nummer 307.

1703. N:o 48(?). Acta mellan krigsfiskalen J. Falckenclou och löjtnanten vid Uplands regemente Alexander Forbes, vilken olovandes rest hem till Sverige. Gammalt nummer 163.

1698. Acta mellan krigsfiskalen J. Falckenclou och majoren Jörgen Johan Wrangel och baron Magnus Gustaf von Mengfen, vilka underlåtit att följa rangordningen. Gammlt nummer 356.",uZOCMdQv04U4pexcBaHtB1,SE/KrA/0082/III/63,"Detaljnivå: volym, karta/ritning etc.",1700--1708,A0065911_00070,TEXT_HW,TEXT,1.0,0.0
A0065911_00173,A0065911_00173.jpg,https://lbiiif.riksarkivet.se/arkis!A0065911_00173/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0065911_00173,Domböcker,Handlingar rörande mål i högre krigsrätt,SE/KrA/0082/III/63,1700-1708,"1700. N:o 94. Acta mellan grevinnan Eva Leijonhufvud och drabanten Olof Stiernhöök angående mordet på fänrik Ludwig Gyllenstierna d. 31 oktober 1698. Gammalt nummer 307.

1703. N:o 48(?). Acta mellan krigsfiskalen J. Falckenclou och löjtnanten vid Uplands regemente Alexander Forbes, vilken olovandes rest hem till Sverige. Gammalt nummer 163.

1698. Acta mellan krigsfiskalen J. Falckenclou och majoren Jörgen Johan Wrangel och baron Magnus Gustaf von Mengfen, vilka underlåtit att följa rangordningen. Gammlt nummer 356.",uZOCMdQv04U4pexcBaHtB1,SE/KrA/0082/III/63,"Detaljnivå: volym, karta/ritning etc.",1700--1708,A0065911_00173,TEXT_HW,TEXT,1.0,0.0
A0065911_00093,A0065911_00093.jpg,https://lbiiif.riksarkivet.se/arkis!A0065911_00093/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0065911_00093,Domböcker,Handlingar rörande mål i högre krigsrätt,SE/KrA/0082/III/63,1700-1708,"1700. N:o 94. Acta mellan grevinnan Eva Leijonhufvud och drabanten Olof Stiernhöök angående mordet på fänrik Ludwig Gyllenstierna d. 31 oktober 1698. Gammalt nummer 307.

1703. N:o 48(?). Acta mellan krigsfiskalen J. Falckenclou och löjtnanten vid Uplands regemente Alexander Forbes, vilken olovandes rest hem till Sverige. Gammalt nummer 163.

1698. Acta mellan krigsfiskalen J. Falckenclou och majoren Jörgen Johan Wrangel och baron Magnus Gustaf von Mengfen, vilka underlåtit att följa rangordningen. Gammlt nummer 356.",uZOCMdQv04U4pexcBaHtB1,SE/KrA/0082/III/63,"Detaljnivå: volym, karta/ritning etc.",1700--1708,A0065911_00093,TEXT_HW,TEXT,1.0,0.0
A0065911_00004,A0065911_00004.jpg,https://lbiiif.riksarkivet.se/arkis!A0065911_00004/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0065911_00004,Domböcker,Handlingar rörande mål i högre krigsrätt,SE/KrA/0082/III/63,1700-1708,"1700. N:o 94. Acta mellan grevinnan Eva Leijonhufvud och drabanten Olof Stiernhöök angående mordet på fänrik Ludwig Gyllenstierna d. 31 oktober 1698. Gammalt nummer 307.

1703. N:o 48(?). Acta mellan krigsfiskalen J. Falckenclou och löjtnanten vid Uplands regemente Alexander Forbes, vilken olovandes rest hem till Sverige. Gammalt nummer 163.

1698. Acta mellan krigsfiskalen J. Falckenclou och majoren Jörgen Johan Wrangel och baron Magnus Gustaf von Mengfen, vilka underlåtit att följa rangordningen. Gammlt nummer 356.",uZOCMdQv04U4pexcBaHtB1,SE/KrA/0082/III/63,"Detaljnivå: volym, karta/ritning etc.",1700--1708,A0065911_00004,DRAW,MISC,0.554,0.445
A0065911_00107,A0065911_00107.jpg,https://lbiiif.riksarkivet.se/arkis!A0065911_00107/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0065911_00107,Domböcker,Handlingar rörande mål i högre krigsrätt,SE/KrA/0082/III/63,1700-1708,"1700. N:o 94. Acta mellan grevinnan Eva Leijonhufvud och drabanten Olof Stiernhöök angående mordet på fänrik Ludwig Gyllenstierna d. 31 oktober 1698. Gammalt nummer 307.

1703. N:o 48(?). Acta mellan krigsfiskalen J. Falckenclou och löjtnanten vid Uplands regemente Alexander Forbes, vilken olovandes rest hem till Sverige. Gammalt nummer 163.

1698. Acta mellan krigsfiskalen J. Falckenclou och majoren Jörgen Johan Wrangel och baron Magnus Gustaf von Mengfen, vilka underlåtit att följa rangordningen. Gammlt nummer 356.",uZOCMdQv04U4pexcBaHtB1,SE/KrA/0082/III/63,"Detaljnivå: volym, karta/ritning etc.",1700--1708,A0065911_00107,TEXT_HW,TEXT,1.0,0.0
A0065911_00125,A0065911_00125.jpg,https://lbiiif.riksarkivet.se/arkis!A0065911_00125/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0065911_00125,Domböcker,Handlingar rörande mål i högre krigsrätt,SE/KrA/0082/III/63,1700-1708,"1700. N:o 94. Acta mellan grevinnan Eva Leijonhufvud och drabanten Olof Stiernhöök angående mordet på fänrik Ludwig Gyllenstierna d. 31 oktober 1698. Gammalt nummer 307.

1703. N:o 48(?). Acta mellan krigsfiskalen J. Falckenclou och löjtnanten vid Uplands regemente Alexander Forbes, vilken olovandes rest hem till Sverige. Gammalt nummer 163.

1698. Acta mellan krigsfiskalen J. Falckenclou och majoren Jörgen Johan Wrangel och baron Magnus Gustaf von Mengfen, vilka underlåtit att följa rangordningen. Gammlt nummer 356.",uZOCMdQv04U4pexcBaHtB1,SE/KrA/0082/III/63,"Detaljnivå: volym, karta/ritning etc.",1700--1708,A0065911_00125,TEXT_HW,TEXT,1.0,0.0
A0065911_00184,A0065911_00184.jpg,https://lbiiif.riksarkivet.se/arkis!A0065911_00184/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0065911_00184,Domböcker,Handlingar rörande mål i högre krigsrätt,SE/KrA/0082/III/63,1700-1708,"1700. N:o 94. Acta mellan grevinnan Eva Leijonhufvud och drabanten Olof Stiernhöök angående mordet på fänrik Ludwig Gyllenstierna d. 31 oktober 1698. Gammalt nummer 307.

1703. N:o 48(?). Acta mellan krigsfiskalen J. Falckenclou och löjtnanten vid Uplands regemente Alexander Forbes, vilken olovandes rest hem till Sverige. Gammalt nummer 163.

1698. Acta mellan krigsfiskalen J. Falckenclou och majoren Jörgen Johan Wrangel och baron Magnus Gustaf von Mengfen, vilka underlåtit att följa rangordningen. Gammlt nummer 356.",uZOCMdQv04U4pexcBaHtB1,SE/KrA/0082/III/63,"Detaljnivå: volym, karta/ritning etc.",1700--1708,A0065911_00184,TEXT_HW,TEXT,1.0,0.0
A0065911_00135,A0065911_00135.jpg,https://lbiiif.riksarkivet.se/arkis!A0065911_00135/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0065911_00135,Domböcker,Handlingar rörande mål i högre krigsrätt,SE/KrA/0082/III/63,1700-1708,"1700. N:o 94. Acta mellan grevinnan Eva Leijonhufvud och drabanten Olof Stiernhöök angående mordet på fänrik Ludwig Gyllenstierna d. 31 oktober 1698. Gammalt nummer 307.

1703. N:o 48(?). Acta mellan krigsfiskalen J. Falckenclou och löjtnanten vid Uplands regemente Alexander Forbes, vilken olovandes rest hem till Sverige. Gammalt nummer 163.

1698. Acta mellan krigsfiskalen J. Falckenclou och majoren Jörgen Johan Wrangel och baron Magnus Gustaf von Mengfen, vilka underlåtit att följa rangordningen. Gammlt nummer 356.",uZOCMdQv04U4pexcBaHtB1,SE/KrA/0082/III/63,"Detaljnivå: volym, karta/ritning etc.",1700--1708,A0065911_00135,TEXT_HW,TEXT,1.0,0.0
B0003910_00031,B0003910_00031.jpg,https://lbiiif.riksarkivet.se/arkis!B0003910_00031/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/B0003910_00031,Domböcker,Handlingar rörande mål i högre krigsrätt,SE/KrA/0082/III/63,1700-1708,"1700. N:o 94. Acta mellan grevinnan Eva Leijonhufvud och drabanten Olof Stiernhöök angående mordet på fänrik Ludwig Gyllenstierna d. 31 oktober 1698. Gammalt nummer 307.

1703. N:o 48(?). Acta mellan krigsfiskalen J. Falckenclou och löjtnanten vid Uplands regemente Alexander Forbes, vilken olovandes rest hem till Sverige. Gammalt nummer 163.

1698. Acta mellan krigsfiskalen J. Falckenclou och majoren Jörgen Johan Wrangel och baron Magnus Gustaf von Mengfen, vilka underlåtit att följa rangordningen. Gammlt nummer 356.",uZOCMdQv04U4pexcBaHtB1,SE/KrA/0082/III/63,"Detaljnivå: volym, karta/ritning etc.",1700--1708,B0003910_00031,TEXT_HW,LINE_HW,1.0,0.0
B0003910_00007,B0003910_00007.jpg,https://lbiiif.riksarkivet.se/arkis!B0003910_00007/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/B0003910_00007,Domböcker,Handlingar rörande mål i högre krigsrätt,SE/KrA/0082/III/63,1700-1708,"1700. N:o 94. Acta mellan grevinnan Eva Leijonhufvud och drabanten Olof Stiernhöök angående mordet på fänrik Ludwig Gyllenstierna d. 31 oktober 1698. Gammalt nummer 307.

1703. N:o 48(?). Acta mellan krigsfiskalen J. Falckenclou och löjtnanten vid Uplands regemente Alexander Forbes, vilken olovandes rest hem till Sverige. Gammalt nummer 163.

1698. Acta mellan krigsfiskalen J. Falckenclou och majoren Jörgen Johan Wrangel och baron Magnus Gustaf von Mengfen, vilka underlåtit att följa rangordningen. Gammlt nummer 356.",uZOCMdQv04U4pexcBaHtB1,SE/KrA/0082/III/63,"Detaljnivå: volym, karta/ritning etc.",1700--1708,B0003910_00007,TEXT_HW,TEXT,1.0,0.0
B0003910_00036,B0003910_00036.jpg,https://lbiiif.riksarkivet.se/arkis!B0003910_00036/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/B0003910_00036,Domböcker,Handlingar rörande mål i högre krigsrätt,SE/KrA/0082/III/63,1700-1708,"1700. N:o 94. Acta mellan grevinnan Eva Leijonhufvud och drabanten Olof Stiernhöök angående mordet på fänrik Ludwig Gyllenstierna d. 31 oktober 1698. Gammalt nummer 307.

1703. N:o 48(?). Acta mellan krigsfiskalen J. Falckenclou och löjtnanten vid Uplands regemente Alexander Forbes, vilken olovandes rest hem till Sverige. Gammalt nummer 163.

1698. Acta mellan krigsfiskalen J. Falckenclou och majoren Jörgen Johan Wrangel och baron Magnus Gustaf von Mengfen, vilka underlåtit att följa rangordningen. Gammlt nummer 356.",uZOCMdQv04U4pexcBaHtB1,SE/KrA/0082/III/63,"Detaljnivå: volym, karta/ritning etc.",1700--1708,B0003910_00036,TEXT_HW,TEXT,1.0,0.0
B0003910_00060,B0003910_00060.jpg,https://lbiiif.riksarkivet.se/arkis!B0003910_00060/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/B0003910_00060,Domböcker,Handlingar rörande mål i högre krigsrätt,SE/KrA/0082/III/63,1700-1708,"1700. N:o 94. Acta mellan grevinnan Eva Leijonhufvud och drabanten Olof Stiernhöök angående mordet på fänrik Ludwig Gyllenstierna d. 31 oktober 1698. Gammalt nummer 307.

1703. N:o 48(?). Acta mellan krigsfiskalen J. Falckenclou och löjtnanten vid Uplands regemente Alexander Forbes, vilken olovandes rest hem till Sverige. Gammalt nummer 163.

1698. Acta mellan krigsfiskalen J. Falckenclou och majoren Jörgen Johan Wrangel och baron Magnus Gustaf von Mengfen, vilka underlåtit att följa rangordningen. Gammlt nummer 356.",uZOCMdQv04U4pexcBaHtB1,SE/KrA/0082/III/63,"Detaljnivå: volym, karta/ritning etc.",1700--1708,B0003910_00060,TEXT_HW,TEXT,1.0,0.0
B0003910_00064,B0003910_00064.jpg,https://lbiiif.riksarkivet.se/arkis!B0003910_00064/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/B0003910_00064,Domböcker,Handlingar rörande mål i högre krigsrätt,SE/KrA/0082/III/63,1700-1708,"1700. N:o 94. Acta mellan grevinnan Eva Leijonhufvud och drabanten Olof Stiernhöök angående mordet på fänrik Ludwig Gyllenstierna d. 31 oktober 1698. Gammalt nummer 307.

1703. N:o 48(?). Acta mellan krigsfiskalen J. Falckenclou och löjtnanten vid Uplands regemente Alexander Forbes, vilken olovandes rest hem till Sverige. Gammalt nummer 163.

1698. Acta mellan krigsfiskalen J. Falckenclou och majoren Jörgen Johan Wrangel och baron Magnus Gustaf von Mengfen, vilka underlåtit att följa rangordningen. Gammlt nummer 356.",uZOCMdQv04U4pexcBaHtB1,SE/KrA/0082/III/63,"Detaljnivå: volym, karta/ritning etc.",1700--1708,B0003910_00064,TEXT_HW,LINE_HW,1.0,0.0
B0003910_00082,B0003910_00082.jpg,https://lbiiif.riksarkivet.se/arkis!B0003910_00082/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/B0003910_00082,Domböcker,Handlingar rörande mål i högre krigsrätt,SE/KrA/0082/III/63,1700-1708,"1700. N:o 94. Acta mellan grevinnan Eva Leijonhufvud och drabanten Olof Stiernhöök angående mordet på fänrik Ludwig Gyllenstierna d. 31 oktober 1698. Gammalt nummer 307.

1703. N:o 48(?). Acta mellan krigsfiskalen J. Falckenclou och löjtnanten vid Uplands regemente Alexander Forbes, vilken olovandes rest hem till Sverige. Gammalt nummer 163.

1698. Acta mellan krigsfiskalen J. Falckenclou och majoren Jörgen Johan Wrangel och baron Magnus Gustaf von Mengfen, vilka underlåtit att följa rangordningen. Gammlt nummer 356.",uZOCMdQv04U4pexcBaHtB1,SE/KrA/0082/III/63,"Detaljnivå: volym, karta/ritning etc.",1700--1708,B0003910_00082,TEXT_HW,TEXT,1.0,0.0
B0003910_00046,B0003910_00046.jpg,https://lbiiif.riksarkivet.se/arkis!B0003910_00046/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/B0003910_00046,Domböcker,Handlingar rörande mål i högre krigsrätt,SE/KrA/0082/III/63,1700-1708,"1700. N:o 94. Acta mellan grevinnan Eva Leijonhufvud och drabanten Olof Stiernhöök angående mordet på fänrik Ludwig Gyllenstierna d. 31 oktober 1698. Gammalt nummer 307.

1703. N:o 48(?). Acta mellan krigsfiskalen J. Falckenclou och löjtnanten vid Uplands regemente Alexander Forbes, vilken olovandes rest hem till Sverige. Gammalt nummer 163.

1698. Acta mellan krigsfiskalen J. Falckenclou och majoren Jörgen Johan Wrangel och baron Magnus Gustaf von Mengfen, vilka underlåtit att följa rangordningen. Gammlt nummer 356.",uZOCMdQv04U4pexcBaHtB1,SE/KrA/0082/III/63,"Detaljnivå: volym, karta/ritning etc.",1700--1708,B0003910_00046,TEXT_HW,TEXT,1.0,0.0
B0003910_00063,B0003910_00063.jpg,https://lbiiif.riksarkivet.se/arkis!B0003910_00063/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/B0003910_00063,Domböcker,Handlingar rörande mål i högre krigsrätt,SE/KrA/0082/III/63,1700-1708,"1700. N:o 94. Acta mellan grevinnan Eva Leijonhufvud och drabanten Olof Stiernhöök angående mordet på fänrik Ludwig Gyllenstierna d. 31 oktober 1698. Gammalt nummer 307.

1703. N:o 48(?). Acta mellan krigsfiskalen J. Falckenclou och löjtnanten vid Uplands regemente Alexander Forbes, vilken olovandes rest hem till Sverige. Gammalt nummer 163.

1698. Acta mellan krigsfiskalen J. Falckenclou och majoren Jörgen Johan Wrangel och baron Magnus Gustaf von Mengfen, vilka underlåtit att följa rangordningen. Gammlt nummer 356.",uZOCMdQv04U4pexcBaHtB1,SE/KrA/0082/III/63,"Detaljnivå: volym, karta/ritning etc.",1700--1708,B0003910_00063,TEXT_HW,TEXT,1.0,0.0
